Rk,School,G,Pts,Passing_Cmp,Passing_Att,Passing_Pct,Passing_Yds,Passing_TD,Rushing_Att,Rushing_Yds,Rushing_Avg,Rushing_TD,Total Offense_Plays,Total Offense_Yds,Total Offense_Avg,First Downs_Pass,First Downs_Rush,First Downs_Pen,First Downs_1D,Penalties_No.,Penalties_Yds,Turnovers_Fum,Turnovers_Int,Turnovers_Tot,Year
44,Western Kentucky,14,23.4,22.1,35.6,62.2,236.1,1.5,37.6,147.6,3.9,1.2,73.2,383.7,5.2,11.5,8.3,1.9,21.7,6.6,58.9,0.9,1.4,2.3,2022
45,Southern Mississippi,13,23.5,18.8,31.5,59.5,234.0,1.6,37.4,138.2,3.7,1.2,68.9,372.2,5.4,9.7,7.8,1.6,19.2,6.6,56.9,0.4,1.3,1.7,2022
46,UCF,14,23.6,19.1,32.4,59.0,222.3,1.1,34.9,157.7,4.5,1.7,67.3,380.0,5.6,10.5,7.4,2.2,20.1,5.1,40.4,0.8,0.4,1.2,2022
47,New Mexico State,13,23.9,17.0,28.9,58.8,186.8,1.1,38.2,149.5,3.9,1.6,67.1,336.3,5.0,9.4,8.4,1.8,19.5,6.2,54.5,0.5,0.5,1.1,2022
48,Wyoming,13,23.9,20.1,33.3,60.3,217.0,1.5,35.9,153.5,4.3,1.3,69.2,370.5,5.4,9.3,8.8,1.5,19.6,5.2,48.8,0.6,0.5,1.1,2022
49,Virginia,10,24.0,19.1,31.2,61.2,204.4,1.0,40.7,153.2,3.8,1.2,71.9,357.6,5.0,10.4,8.5,2.0,20.9,6.8,59.0,0.8,0.5,1.3,2022
50,Western Michigan,12,24.1,16.9,29.3,57.8,212.1,1.3,35.6,140.1,3.9,1.5,64.8,352.2,5.4,8.8,7.1,2.3,18.1,6.8,59.0,1.2,0.9,2.1,2022
51,Navy,12,24.3,18.3,29.0,63.2,250.2,2.1,29.6,88.9,3.0,0.6,58.6,339.1,5.8,9.2,5.3,1.1,15.6,5.7,45.5,0.8,0.7,1.5,2022
52,Pitt,13,24.3,19.3,34.5,55.9,231.9,1.8,29.5,98.0,3.3,1.0,64.1,329.9,5.1,9.8,5.5,2.3,17.5,5.5,48.6,0.6,1.1,1.7,2022
53,Liberty,13,24.6,17.6,30.0,58.7,199.5,1.2,39.7,146.3,3.7,1.5,69.7,345.8,5.0,8.7,7.8,2.2,18.6,6.8,56.7,0.8,1.1,1.8,2022
54,Virginia Tech,11,24.7,20.2,34.0,59.4,235.2,1.2,34.6,135.2,3.9,1.4,68.6,370.4,5.4,9.7,8.0,2.5,20.3,6.3,54.2,0.5,0.4,0.8,2022
55,Toledo,14,25.1,16.7,30.6,54.5,183.0,1.2,37.4,143.2,3.8,1.8,68.0,326.2,4.8,8.1,7.6,1.1,16.9,7.3,67.0,0.4,0.9,1.3,2022
56,Missouri,13,25.2,18.1,30.3,59.6,214.4,1.4,34.4,125.5,3.7,1.5,64.7,339.9,5.3,8.9,7.5,2.2,18.6,5.4,42.5,0.5,0.8,1.4,2022
57,Ole Miss,13,25.5,21.1,33.2,63.6,219.8,1.7,39.7,168.0,4.2,1.4,72.8,387.8,5.3,9.8,9.6,1.8,21.3,5.9,47.1,0.9,0.6,1.5,2022
58,Washington,13,25.8,20.2,32.2,62.9,251.5,2.0,34.5,121.2,3.5,1.1,66.6,372.7,5.6,11.2,8.2,1.9,21.2,6.1,48.0,0.4,0.5,0.9,2022
59,UTSA,14,25.9,19.5,33.7,57.8,243.4,1.5,36.1,143.8,4.0,1.5,69.8,387.2,5.5,10.1,7.9,2.0,20.1,7.4,57.2,0.5,1.1,1.6,2022
60,Memphis,13,26.0,21.7,34.5,62.8,241.3,1.8,34.5,122.1,3.5,1.3,69.1,363.4,5.3,10.8,7.2,1.4,19.4,5.3,46.3,0.5,1.2,1.7,2022
61,New Mexico,12,26.0,16.3,26.7,60.9,202.8,1.3,38.3,157.4,4.1,1.6,65.0,360.2,5.5,7.7,8.3,1.8,17.8,6.3,63.1,0.8,0.8,1.5,2022
62,Connecticut,13,26.2,19.1,30.5,62.6,210.8,1.2,38.6,169.7,4.4,1.8,69.1,380.5,5.5,9.5,10.1,2.1,21.6,5.2,46.7,0.7,1.0,1.7,2022
63,Texas State,12,26.3,22.7,34.9,64.9,244.9,1.5,33.6,116.2,3.5,1.5,68.5,361.1,5.3,11.1,6.0,1.3,18.4,5.3,53.2,0.8,0.9,1.7,2022
64,Florida Atlantic,12,26.6,20.4,33.8,60.5,245.8,2.1,36.7,179.0,4.9,1.3,70.4,424.8,6.0,10.9,7.9,2.2,21.0,6.9,58.3,0.8,1.0,1.8,2022
65,Old Dominion,12,26.6,19.3,29.8,64.8,244.3,1.4,47.4,198.3,4.2,1.6,77.3,442.6,5.7,10.5,10.8,2.3,23.6,6.2,53.8,0.6,1.0,1.6,2022
66,Buffalo,13,26.7,18.1,31.6,57.2,227.5,1.5,33.6,167.8,5.0,1.8,65.2,395.4,6.1,9.5,7.3,2.0,18.8,6.6,57.2,1.2,1.0,2.2,2022
67,Appalachian State,12,26.8,18.2,30.4,59.7,219.7,1.5,35.0,127.5,3.6,1.7,65.4,347.2,5.3,10.1,7.4,1.8,19.3,5.5,53.0,1.1,0.6,1.7,2022
68,Baylor,13,26.8,18.8,30.9,60.9,222.8,1.3,38.2,148.2,3.9,1.9,69.1,371.0,5.4,10.0,9.5,1.5,20.9,5.3,41.8,0.5,1.0,1.5,2022
69,Miami (FL),12,26.8,17.0,27.9,60.9,233.7,1.7,35.5,142.9,4.0,1.5,63.4,376.6,5.9,8.9,7.8,1.8,18.6,6.1,55.0,0.7,1.2,1.8,2022
70,Ball State,12,26.9,20.1,34.7,57.9,216.1,1.4,44.3,182.3,4.1,1.9,78.9,398.4,5.0,10.7,10.5,2.1,23.3,6.6,57.9,0.7,0.6,1.3,2022
71,Colorado State,12,26.9,18.3,29.6,61.7,191.4,1.3,39.4,163.6,4.2,2.0,69.0,355.0,5.1,9.2,9.5,1.5,20.2,4.8,43.4,0.6,0.7,1.3,2022
72,UTEP,12,27.0,15.0,26.5,56.6,216.5,1.9,33.6,136.0,4.0,1.1,60.1,352.5,5.9,9.3,7.6,1.9,18.8,6.0,55.2,0.9,0.4,1.3,2022
73,East Carolina,13,27.2,22.2,33.5,66.1,291.8,2.1,32.7,112.5,3.4,1.2,66.2,404.3,6.1,12.9,7.2,1.1,21.2,5.8,53.1,0.7,0.8,1.5,2022
74,Michigan State,12,27.4,19.9,30.0,66.4,237.9,2.2,41.7,178.6,4.3,1.2,71.7,416.5,5.8,11.7,9.5,1.5,22.7,7.4,63.3,0.8,0.2,1.0,2022
75,Oregon,13,27.4,22.8,35.9,63.6,256.4,1.8,29.8,124.8,4.2,1.3,65.8,381.2,5.8,12.4,7.2,2.2,21.8,4.9,42.4,0.4,1.2,1.6,2022
76,Purdue,14,27.4,17.0,29.6,57.3,224.9,2.0,33.9,142.0,4.2,1.4,63.6,366.9,5.8,9.6,6.8,1.9,18.3,5.9,57.5,0.4,1.1,1.5,2022
77,Nebraska,12,27.6,20.3,34.0,59.6,225.3,1.5,41.6,189.1,4.5,1.8,75.6,414.4,5.5,10.8,11.1,1.2,23.0,5.7,53.2,0.6,0.8,1.3,2022
78,Middle Tennessee State,13,27.7,22.6,39.2,57.6,292.7,2.2,34.8,116.8,3.4,1.1,74.0,409.5,5.5,12.6,7.1,1.8,21.5,7.2,68.2,0.8,1.5,2.3,2022
79,California,12,27.8,25.0,38.1,65.6,279.5,1.9,35.5,149.1,4.2,1.6,73.6,428.6,5.8,13.5,8.9,1.0,23.4,6.0,54.0,0.6,0.9,1.5,2022
80,Central Michigan,12,28.2,19.1,32.1,59.5,221.9,1.8,39.8,152.4,3.8,1.7,71.9,374.3,5.2,10.4,8.8,1.3,20.5,7.1,69.1,0.5,0.3,0.8,2022
81,Northwestern,12,28.3,15.4,26.0,59.3,183.4,1.4,41.4,191.3,4.6,2.0,67.4,374.8,5.6,8.2,10.4,1.8,20.3,4.8,43.3,0.5,0.5,1.0,2022
82,Ohio,14,28.3,23.8,36.5,65.2,286.0,2.1,32.9,140.9,4.3,1.4,69.4,426.9,6.2,13.4,7.0,1.7,22.1,5.9,52.1,0.9,0.9,1.8,2022
83,Wake Forest,13,28.3,21.6,35.9,60.2,269.7,2.2,35.7,136.8,3.8,1.1,71.6,406.5,5.7,11.4,8.1,1.2,20.6,7.2,64.2,0.7,0.5,1.2,2022
84,Georgia Tech,12,28.4,17.8,30.5,58.2,212.4,1.4,41.7,188.6,4.5,1.7,72.2,401.0,5.6,9.6,10.7,2.6,22.8,7.1,61.3,1.1,0.9,2.0,2022
85,Eastern Michigan,13,28.5,17.4,30.8,56.5,220.9,1.8,36.3,156.1,4.3,1.8,67.1,377.0,5.6,10.0,8.2,2.9,21.2,8.5,78.2,0.5,1.0,1.5,2022
86,UNLV,12,28.5,18.6,29.8,62.3,225.8,1.8,40.1,157.5,3.9,1.6,69.9,383.3,5.5,9.3,9.7,1.9,20.8,4.5,41.7,0.5,1.3,1.8,2022
87,Florida,13,28.8,18.5,30.5,60.6,235.8,1.3,39.0,175.2,4.5,2.2,69.5,411.0,5.9,10.8,10.4,1.6,22.8,5.6,44.4,1.2,0.7,1.8,2022
88,South Carolina,13,28.8,16.7,31.1,53.7,206.7,1.8,40.2,198.0,4.9,1.8,71.2,404.7,5.7,9.4,10.7,2.4,22.5,6.5,54.0,0.6,1.2,1.8,2022
89,Oklahoma State,13,28.9,22.0,38.3,57.4,257.7,1.8,38.0,178.0,4.7,1.8,76.3,435.7,5.7,11.5,8.3,1.2,21.0,5.9,53.3,0.5,1.0,1.5,2022
90,Kent State,12,29.0,23.4,33.5,69.9,273.2,1.9,41.3,160.1,3.9,1.6,74.8,433.3,5.8,12.6,9.3,1.4,23.3,5.0,40.6,0.5,0.6,1.1,2022
91,TCU,15,29.0,18.9,34.3,55.3,249.7,1.7,37.2,158.5,4.3,1.9,71.5,408.2,5.7,10.8,8.8,1.6,21.2,5.2,42.7,0.4,1.1,1.5,2022
92,UCLA,13,29.0,24.5,37.4,65.4,273.0,1.9,34.2,130.3,3.8,1.4,71.5,403.3,5.6,12.2,8.8,1.7,22.8,5.5,47.5,0.5,0.8,1.4,2022
93,Texas Tech,13,29.2,19.3,32.7,59.1,256.8,1.8,39.7,168.8,4.3,1.4,72.4,425.5,5.9,10.2,8.7,1.6,20.5,6.2,57.1,0.7,0.8,1.5,2022
94,USC,14,29.2,20.9,32.9,63.7,264.1,1.8,32.1,159.8,5.0,2.1,64.9,423.9,6.5,11.6,8.6,2.0,22.1,5.9,49.9,0.7,1.4,2.1,2022
95,Rutgers,12,29.3,18.7,31.8,58.8,206.8,1.3,35.8,142.8,4.0,1.9,67.5,349.7,5.2,9.3,8.1,2.3,19.7,5.8,46.3,0.4,0.8,1.2,2022
96,Temple,12,29.3,17.4,27.2,64.1,198.6,1.8,42.2,192.6,4.6,1.8,69.3,391.2,5.6,9.2,9.2,1.0,19.3,5.4,43.0,0.5,0.5,1.0,2022
97,Auburn,12,29.5,19.8,34.3,57.8,222.7,1.3,37.3,172.7,4.6,2.3,71.6,395.3,5.5,10.0,9.1,1.4,20.5,7.6,58.3,0.6,0.5,1.1,2022
98,Brigham Young,13,29.5,21.0,31.4,66.9,234.3,1.9,38.2,173.8,4.6,1.7,69.5,408.1,5.9,10.6,9.8,2.2,22.5,5.3,48.1,0.3,0.6,0.9,2022
99,Oklahoma,13,30.0,23.8,38.4,61.9,273.5,1.5,41.8,187.5,4.5,2.2,80.2,461.0,5.7,13.3,10.7,1.8,25.8,4.9,40.6,0.3,1.3,1.6,2022
100,Boston College,12,30.3,17.1,29.0,58.9,211.2,1.6,38.2,166.7,4.4,2.1,67.2,377.8,5.6,9.7,8.3,2.1,20.0,6.8,51.9,0.7,0.6,1.3,2022
101,Arkansas,13,30.6,21.2,34.5,61.2,294.7,1.8,37.5,170.5,4.6,2.0,72.0,465.2,6.5,12.0,8.6,2.1,22.7,7.2,59.0,0.7,0.7,1.4,2022
102,North Carolina,14,30.8,22.6,34.4,65.8,271.3,1.9,36.6,165.2,4.5,2.1,71.1,436.5,6.1,12.1,8.9,2.1,23.0,6.3,51.4,0.4,0.6,1.0,2022
103,Nevada,12,30.9,17.8,29.7,60.1,231.6,1.4,38.2,164.6,4.3,1.9,67.8,396.2,5.8,9.9,7.8,1.9,19.6,8.4,72.5,0.7,0.9,1.6,2022
104,Massachusetts,12,31.1,11.9,22.1,54.0,175.3,1.4,38.8,194.3,5.0,2.4,60.9,369.6,6.1,7.3,8.6,3.0,18.9,5.6,46.9,0.7,0.8,1.4,2022
105,Georgia State,12,31.2,18.1,30.0,60.3,228.8,1.8,39.7,170.6,4.3,1.8,69.7,399.3,5.7,9.3,10.3,2.4,22.1,5.3,51.4,1.0,1.1,2.1,2022
106,Utah State,13,31.2,15.7,28.6,54.8,205.0,2.1,40.8,194.2,4.8,1.5,69.4,399.2,5.8,9.2,10.0,2.2,21.4,6.9,62.0,0.5,0.8,1.4,2022
107,Arizona State,12,31.4,20.5,33.8,60.6,233.4,1.2,36.3,188.1,5.2,2.6,70.1,421.5,6.0,11.5,10.0,2.5,24.0,5.6,54.5,0.1,0.9,1.0,2022
108,Arkansas State,12,31.4,17.7,29.3,60.4,242.7,2.1,40.3,162.4,4.0,1.9,69.6,405.1,5.8,9.2,9.5,2.1,20.8,6.5,56.9,0.5,0.5,1.0,2022
109,Georgia Southern,13,31.6,19.5,33.3,58.7,256.8,1.5,41.7,230.8,5.5,2.2,75.0,487.7,6.5,10.8,12.5,1.2,24.5,7.0,62.8,0.4,0.8,1.2,2022
110,North Texas,14,31.7,22.1,34.8,63.4,262.1,1.7,40.9,197.8,4.8,1.9,75.6,459.9,6.1,11.6,10.6,1.1,23.4,6.1,55.1,0.6,0.6,1.1,2022
111,Coastal Carolina,13,31.8,19.7,31.0,63.5,284.5,2.2,33.8,133.5,4.0,1.7,64.8,418.0,6.5,12.0,7.1,1.7,20.8,6.6,60.4,0.9,0.7,1.6,2022
112,Houston,13,32.2,23.4,36.8,63.5,278.6,2.5,34.5,143.2,4.1,1.4,71.4,421.8,5.9,12.5,8.5,2.3,23.3,3.2,30.5,0.5,0.6,1.1,2022
113,Stanford,12,32.2,16.9,29.3,57.8,209.7,1.8,36.9,224.4,6.1,2.1,66.2,434.1,6.6,8.9,11.3,1.9,22.1,6.3,60.0,0.4,0.5,0.9,2022
114,Bowling Green,13,32.5,21.6,33.4,64.7,250.7,2.2,38.8,168.9,4.4,1.7,72.2,419.6,5.8,11.2,8.8,1.5,21.6,5.9,51.1,1.0,0.8,1.8,2022
115,Northern Illinois,12,32.8,18.7,30.1,62.0,252.8,2.7,37.2,142.8,3.8,1.2,67.3,395.7,5.9,11.9,8.1,2.3,22.3,5.3,48.5,1.0,0.7,1.7,2022
116,West Virginia,12,32.9,19.1,32.2,59.3,262.7,1.8,36.2,149.6,4.1,2.0,68.3,412.3,6.0,11.3,8.5,1.8,21.7,6.0,58.5,0.5,0.3,0.8,2022
117,Tulsa,12,33.1,16.3,28.2,57.7,206.3,1.8,42.3,207.8,4.9,1.7,70.4,414.2,5.9,8.8,10.3,1.6,20.6,6.3,59.2,0.8,0.5,1.3,2022
118,Akron,12,33.5,17.8,29.6,60.0,243.8,1.8,38.2,162.4,4.3,2.1,67.8,406.2,6.0,9.8,9.3,2.0,21.1,7.9,64.9,0.3,0.8,1.1,2022
119,SMU,13,33.8,17.5,30.7,56.9,227.5,1.9,41.2,203.6,4.9,2.3,71.8,431.2,6.0,9.9,10.3,1.6,21.8,7.7,67.3,0.7,0.8,1.5,2022
120,Indiana,12,33.9,21.8,34.1,64.1,274.2,2.5,42.2,174.7,4.1,1.6,76.3,448.8,5.9,12.4,8.7,1.9,23.0,7.4,67.2,0.6,0.6,1.2,2022
121,Rice,13,34.2,16.2,26.5,60.9,208.6,2.2,33.8,181.5,5.4,1.6,60.3,390.2,6.5,8.7,8.2,2.1,18.9,6.3,57.0,0.8,0.6,1.5,2022
122,Louisiana-Monroe,12,34.4,19.2,28.8,66.5,232.7,1.4,40.3,195.1,4.8,2.4,69.1,427.8,6.2,10.6,9.8,1.2,21.5,6.9,67.6,0.2,0.5,0.7,2022
123,Hawaii,13,34.7,18.1,28.3,63.9,224.8,1.6,38.1,212.7,5.6,2.2,66.4,437.5,6.6,9.9,10.2,1.6,21.7,5.2,48.6,0.2,0.8,0.9,2022
124,Kansas,13,35.5,21.3,32.9,64.7,260.2,1.6,43.4,209.2,4.8,2.8,76.3,469.4,6.2,11.9,11.0,1.9,24.8,4.8,39.5,0.8,0.9,1.7,2022
125,Vanderbilt,12,36.0,21.4,33.3,64.4,290.5,2.4,33.1,170.8,5.2,2.1,66.3,461.3,7.0,12.1,7.5,1.8,21.3,6.0,54.8,0.8,0.5,1.3,2022
126,Arizona,12,36.5,23.3,33.4,69.8,258.6,2.1,37.4,209.1,5.6,2.8,70.8,467.7,6.6,11.6,11.7,2.5,25.8,5.1,49.1,1.0,0.3,1.3,2022
127,Florida International,12,37.3,22.2,33.7,65.8,260.3,2.0,41.1,191.8,4.7,2.6,74.8,452.1,6.0,11.8,10.0,2.4,24.3,5.4,47.1,0.8,0.6,1.3,2022
128,Louisiana Tech,12,37.9,18.3,32.2,56.7,225.6,1.7,39.8,243.2,6.1,2.8,71.9,468.8,6.5,10.3,11.7,2.2,24.2,8.1,72.1,0.9,0.9,1.8,2022
129,Charlotte,12,39.4,20.0,28.6,70.0,278.5,2.3,39.8,205.3,5.2,2.4,68.3,483.8,7.1,11.3,10.8,2.2,24.3,6.3,53.9,0.3,0.8,1.1,2022
130,South Florida,12,41.2,22.9,31.3,73.3,282.0,2.1,38.3,234.6,6.1,3.1,69.6,516.6,7.4,13.3,11.2,1.3,25.8,5.3,46.1,0.8,0.5,1.3,2022
131,Colorado,12,44.5,20.4,30.4,67.1,264.7,2.6,40.4,245.1,6.1,3.3,70.8,509.8,7.2,12.1,12.5,1.2,25.8,6.0,53.5,0.4,0.5,0.9,2022
1,Michigan,15,10.4,15.3,27.7,55.2,157.0,0.5,30.0,90.0,3.0,0.6,57.7,247.0,4.3,7.0,5.5,0.8,13.3,5.1,40.3,0.6,1.2,1.8,2023
2,Ohio State,13,11.2,15.2,28.9,52.7,145.9,0.7,34.8,119.5,3.4,0.5,63.7,265.4,4.2,7.3,6.8,1.5,15.6,4.8,40.7,0.3,0.5,0.8,2023
3,Penn State,13,13.5,15.3,26.2,58.5,172.1,0.8,33.4,75.5,2.3,0.8,59.5,247.6,4.2,7.5,5.1,1.3,13.9,5.5,42.3,0.9,0.9,1.8,2023
4,Iowa,14,14.8,18.9,33.7,56.1,170.7,0.8,35.6,111.8,3.1,0.5,69.3,282.5,4.1,8.4,6.9,1.1,16.4,6.1,52.0,0.4,0.7,1.1,2023
5,Georgia,14,15.6,16.7,30.5,54.8,175.4,0.9,30.1,113.6,3.8,0.9,60.6,289.1,4.8,8.1,6.7,1.2,16.0,5.0,38.9,0.2,1.0,1.2,2023
6,Ohio,13,15.8,17.9,28.5,62.8,182.8,1.1,28.2,91.2,3.2,0.7,56.7,273.9,4.8,7.5,5.2,1.7,14.3,6.3,60.5,0.6,1.2,1.8,2023
7,Miami (OH),14,15.9,17.8,30.3,58.7,198.1,0.9,36.4,132.2,3.6,0.9,66.6,330.4,5.0,8.8,7.7,1.7,18.2,6.7,59.6,0.4,0.8,1.2,2023
8,Notre Dame,13,15.9,15.0,28.6,52.4,157.3,0.6,33.6,119.0,3.5,1.1,62.2,276.3,4.4,7.6,6.2,2.1,15.9,4.2,34.8,0.6,1.2,1.8,2023
9,Oregon,14,16.5,21.1,35.1,60.2,215.9,1.1,28.6,102.6,3.6,0.7,63.8,318.4,5.0,10.0,6.0,2.1,18.1,5.5,44.5,0.4,0.9,1.3,2023
10,Troy,14,17.1,19.4,31.1,62.5,201.5,0.9,33.7,106.6,3.2,0.9,64.8,308.1,4.8,9.2,7.0,1.4,17.6,5.3,43.8,0.9,0.7,1.6,2023
11,SMU,14,17.8,17.6,30.6,57.7,182.2,1.2,35.6,121.9,3.4,1.0,66.2,304.1,4.6,8.6,6.6,1.5,16.6,6.8,64.4,0.4,0.9,1.2,2023
12,Air Force,13,18.2,16.6,26.9,61.7,186.8,1.4,29.8,90.8,3.0,0.8,56.8,277.7,4.9,8.0,5.7,1.0,14.7,5.3,48.4,0.3,0.8,1.1,2023
13,Nebraska,12,18.3,20.4,34.3,59.5,210.6,1.2,31.3,92.9,3.0,0.8,65.7,303.5,4.6,9.8,5.5,1.3,16.6,5.9,52.6,0.4,0.8,1.2,2023
14,UCLA,13,18.4,21.0,34.6,60.7,220.8,1.2,30.5,80.8,2.7,0.4,65.1,301.5,4.6,10.0,5.2,1.9,17.2,5.5,47.8,0.7,1.2,1.8,2023
15,Texas,14,18.9,21.9,35.9,61.0,254.4,1.5,28.4,82.4,2.9,0.6,64.3,336.7,5.2,11.1,5.1,1.4,17.7,4.5,34.6,0.6,1.1,1.7,2023
16,Alabama,14,19.0,17.5,29.5,59.3,191.1,1.2,33.6,124.9,3.7,1.1,63.1,316.0,5.0,8.1,6.8,1.4,16.3,5.1,39.2,0.5,0.9,1.4,2023
17,Duke,13,19.0,20.0,32.1,62.4,210.8,0.8,36.4,141.9,3.9,1.2,68.5,352.7,5.2,10.6,8.5,1.2,20.3,6.3,57.3,0.4,0.8,1.2,2023
18,Florida State,14,19.3,14.4,29.7,48.3,179.7,0.9,36.4,152.2,4.2,1.2,66.1,331.9,5.0,7.5,8.1,2.2,17.8,7.4,61.8,0.5,0.7,1.2,2023
19,Utah,13,19.3,18.9,32.4,58.4,224.4,1.3,26.5,82.8,3.1,1.0,58.9,307.2,5.2,9.7,4.3,1.3,15.3,7.1,53.4,0.5,0.6,1.2,2023
20,James Madison,13,19.5,21.4,35.3,60.6,250.0,1.3,32.0,83.8,2.6,1.0,67.3,333.8,5.0,10.8,4.9,1.2,16.9,4.8,42.1,0.6,1.0,1.6,2023
21,Wisconsin,13,20.2,19.5,32.1,60.9,208.9,1.5,35.2,135.1,3.8,1.0,67.2,344.0,5.1,9.8,7.4,1.3,18.5,5.6,47.7,0.3,1.0,1.3,2023
22,Tennessee,13,20.3,20.8,31.8,65.2,221.5,1.2,35.6,113.7,3.2,1.0,67.5,335.2,5.0,9.5,6.7,2.5,18.8,5.5,40.2,0.5,0.9,1.4,2023
23,Toledo,14,20.3,15.6,29.3,53.4,183.0,0.9,37.6,148.8,4.0,1.3,66.9,331.8,5.0,8.2,8.4,2.1,18.6,6.0,52.5,0.5,0.8,1.3,2023
24,Tulane,14,20.5,22.1,33.8,65.3,228.6,1.3,31.8,112.7,3.5,1.0,65.6,341.3,5.2,10.8,6.9,1.5,19.1,4.5,35.8,0.7,1.2,1.9,2023
25,Missouri,13,20.8,19.2,31.2,61.6,213.2,1.7,32.4,122.8,3.8,0.6,63.6,336.1,5.3,9.2,7.0,1.8,18.0,7.5,60.5,0.8,0.7,1.5,2023
26,North Carolina State,13,20.8,18.3,32.4,56.5,215.6,1.5,29.2,116.5,4.0,1.0,61.5,332.1,5.4,9.5,6.0,1.5,17.0,6.2,57.2,0.5,1.3,1.8,2023
27,Kansas State,13,21.0,19.0,33.7,56.4,225.1,1.2,31.0,147.5,4.8,1.2,64.7,372.5,5.8,9.8,6.2,1.3,17.3,5.5,50.1,0.8,1.0,1.8,2023
28,Northern Illinois,13,21.0,15.4,27.1,56.8,171.2,1.0,35.4,148.4,4.2,1.5,62.5,319.5,5.1,7.9,8.5,1.5,17.9,6.2,56.1,0.4,0.8,1.2,2023
29,South Alabama,13,21.0,16.0,27.2,58.8,199.5,1.5,35.3,113.7,3.2,0.8,62.5,313.2,5.0,8.1,6.2,1.9,16.2,5.7,45.5,0.7,1.0,1.7,2023
30,Arizona,13,21.1,19.8,33.3,59.6,239.7,1.2,32.5,118.2,3.6,1.5,65.8,357.9,5.4,10.5,6.9,2.2,19.6,7.2,63.5,0.8,0.7,1.5,2023
31,Army,12,21.1,15.8,25.8,61.3,187.9,1.3,36.1,176.3,4.9,1.3,61.9,364.2,5.9,8.6,8.5,1.3,18.4,5.8,44.6,0.8,0.8,1.6,2023
32,Clemson,13,21.1,16.3,30.8,52.9,173.2,1.0,30.5,114.6,3.8,1.3,61.3,287.8,4.7,7.1,5.6,1.5,14.2,5.5,47.8,0.9,1.2,2.2,2023
33,Jacksonville State,13,21.2,19.4,33.2,58.5,241.2,1.2,40.0,111.5,2.8,1.1,73.2,352.8,4.8,10.5,6.1,2.0,18.6,5.7,52.2,0.7,1.2,1.9,2023
34,Rutgers,13,21.2,17.2,28.7,59.8,176.3,1.2,34.2,137.2,4.0,1.2,62.8,313.5,5.0,7.5,9.0,1.8,18.4,4.0,36.9,0.7,0.7,1.4,2023
35,Louisville,14,21.3,16.5,29.7,55.5,217.3,1.6,29.9,99.8,3.3,0.9,59.6,317.1,5.3,8.6,5.7,1.5,15.9,5.8,49.9,0.5,0.9,1.4,2023
36,Texas A&M,13,22.1,16.7,28.1,59.5,207.4,1.5,32.4,108.8,3.4,0.7,60.5,316.2,5.2,9.5,5.6,1.4,16.5,8.3,73.6,0.3,0.7,1.0,2023
37,Wyoming,13,22.3,19.5,33.3,58.4,213.2,1.4,34.8,144.5,4.1,0.9,68.2,357.8,5.2,11.0,7.8,1.0,19.8,4.6,40.8,0.8,0.8,1.7,2023
38,East Carolina,12,22.4,17.5,28.8,60.9,219.2,1.6,36.3,122.2,3.4,1.1,65.1,341.3,5.2,9.4,6.2,2.1,17.7,5.4,47.1,0.8,0.5,1.3,2023
39,Navy,12,22.4,18.8,28.8,65.2,224.8,1.5,35.3,128.8,3.7,1.0,64.0,353.7,5.5,9.5,7.0,1.4,17.9,3.4,24.8,1.2,0.8,2.0,2023
40,Maryland,13,22.5,18.2,31.8,57.0,208.6,1.3,36.9,125.5,3.4,1.1,68.8,334.1,4.9,9.8,8.5,2.3,20.6,6.0,54.1,0.5,1.3,1.8,2023
41,Northwestern,13,22.5,17.8,27.5,64.8,182.9,1.2,38.8,157.8,4.1,1.5,66.3,340.8,5.1,8.2,9.1,1.1,18.4,4.2,37.8,0.7,1.0,1.7,2023
42,Ole Miss,13,22.5,19.4,31.8,60.9,229.5,1.3,38.2,152.8,4.0,1.5,70.0,382.2,5.5,10.4,8.3,1.7,20.4,5.6,47.8,0.4,1.0,1.4,2023
43,Auburn,13,22.6,16.3,27.6,59.1,202.2,1.5,35.6,155.0,4.4,1.2,63.2,357.2,5.6,8.1,8.2,0.8,17.2,7.0,59.8,0.5,0.9,1.4,2023
44,Iowa State,13,22.8,19.2,34.5,55.8,228.9,1.6,35.1,134.2,3.8,0.9,69.5,363.2,5.2,10.2,7.8,1.9,20.0,4.2,35.8,0.2,1.2,1.5,2023
45,Miami (FL),13,22.8,17.3,30.5,56.8,216.0,1.2,31.7,105.6,3.3,1.4,62.2,321.6,5.2,8.9,6.3,1.9,17.2,5.9,49.9,0.5,0.9,1.4,2023
46,New Mexico State,15,22.8,20.3,31.8,63.9,248.7,1.3,32.5,143.7,4.4,1.5,64.3,392.4,6.1,10.7,8.2,1.9,20.8,6.3,54.0,0.4,0.5,0.9,2023
47,Oregon State,13,22.9,20.3,32.8,62.0,235.8,1.8,31.8,114.2,3.6,1.1,64.5,350.1,5.4,10.2,7.8,1.9,20.0,5.2,37.0,0.5,0.9,1.5,2023
48,Fresno State,13,23.5,17.2,30.9,55.5,204.7,1.5,38.4,166.2,4.3,1.2,69.3,370.8,5.4,10.0,9.2,1.4,20.6,6.2,52.9,0.5,1.3,1.8,2023
